sample_id,sample_category,analyte,spectrum_state,wavelength_nm,intensity_abs
4F,sample,Scytonemin,reduced,379.9,20220.0
4F,sample,Scytonemin,total,379.9,23960.0
4F,sample,Scytonemin,oxidized,380.9,33880.0
4F,sample,Scytonemin,reduced,380.9,20100.0
4F,sample,Scytonemin,total,380.9,23940.0
4F,sample,Scytonemin,oxidized,381.9,33990.0
4F,sample,Scytonemin,reduced,381.9,19990.0
4F,sample,Scytonemin,total,381.9,23940.0
4F,sample,Scytonemin,oxidized,382.9,34060.0
4F,sample,Scytonemin,reduced,382.9,19890.0
4F,sample,Scytonemin,total,382.9,23920.0
4F,sample,Scytonemin,oxidized,383.9,34120.0
4F,sample,Scytonemin,reduced,383.9,19800.0
4F,sample,Scytonemin,total,383.9,23900.0
4F,sample,Scytonemin,oxidized,384.9,34160.0
4F,sample,Scytonemin,reduced,384.9,19690.0
4F,sample,Scytonemin,total,384.9,23870.0
4F,sample,Scytonemin,oxidized,385.9,34200.0
4F,sample,Scytonemin,reduced,385.9,19600.0
4F,sample,Scytonemin,total,385.9,23850.0
4F,sample,Scytonemin,oxidized,386.9,34180.0
4F,sample,Scytonemin,reduced,386.9,19500.0
4F,sample,Scytonemin,total,386.9,23800.0
4F,sample,Scytonemin,oxidized,387.9,34150.0
4F,sample,Scytonemin,reduced,387.9,19420.0
4F,sample,Scytonemin,total,387.9,23750.0
4F,sample,Scytonemin,oxidized,388.9,34110.0
4F,sample,Scytonemin,reduced,388.9,19350.0
4F,sample,Scytonemin,total,388.9,23700.0
4F,sample,Scytonemin,oxidized,389.9,34050.0
4F,sample,Scytonemin,reduced,389.9,19260.0
4F,sample,Scytonemin,total,389.9,23630.0
4F,sample,Scytonemin,oxidized,390.9,34010.0
4F,sample,Scytonemin,reduced,390.9,19200.0
4F,sample,Scytonemin,total,390.9,23590.0
4F,sample,Scytonemin,oxidized,391.9,33970.0
4F,sample,Scytonemin,reduced,391.9,19150.0
4F,sample,Scytonemin,total,391.9,23560.0
4F,sample,Scytonemin,oxidized,392.9,33930.0
4F,sample,Scytonemin,reduced,392.9,19090.0
4F,sample,Scytonemin,total,392.9,23520.0
4F,sample,Scytonemin,oxidized,393.9,33860.0
4F,sample,Scytonemin,reduced,393.9,19010.0
4F,sample,Scytonemin,total,393.9,23470.0
4F,sample,Scytonemin,oxidized,394.9,33790.0
4F,sample,Scytonemin,reduced,394.9,18940.0
4F,sample,Scytonemin,total,394.9,23420.0
4F,sample,Scytonemin,oxidized,395.9,33700.0
4F,sample,Scytonemin,reduced,395.9,18840.0
4F,sample,Scytonemin,total,395.9,23340.0
4F,sample,Scytonemin,oxidized,396.9,33620.0
4F,sample,Scytonemin,reduced,396.9,18740.0
4F,sample,Scytonemin,total,396.9,23270.0
4F,sample,Scytonemin,oxidized,397.9,33540.0
4F,sample,Scytonemin,reduced,397.9,18670.0
4F,sample,Scytonemin,total,397.9,23220.0
4F,sample,Scytonemin,oxidized,398.9,33420.0
4F,sample,Scytonemin,reduced,398.9,18580.0
4F,sample,Scytonemin,total,398.9,23140.0
4F,sample,Scytonemin,oxidized,399.9,33280.0
4F,sample,Scytonemin,reduced,399.9,18490.0
4F,sample,Scytonemin,total,399.9,23050.0
4F,sample,Scytonemin,oxidized,400.9,33130.0
4F,sample,Scytonemin,reduced,400.9,18400.0
4F,sample,Scytonemin,total,400.9,22960.0
4F,sample,Scytonemin,oxidized,401.9,32960.0
4F,sample,Scytonemin,reduced,401.9,18290.0
4F,sample,Scytonemin,total,401.9,22850.0
4F,sample,Scytonemin,oxidized,402.9,32770.0
4F,sample,Scytonemin,reduced,402.9,18200.0
4F,sample,Scytonemin,total,402.9,22750.0
4F,sample,Scytonemin,oxidized,403.9,32600.0
4F,sample,Scytonemin,reduced,403.9,18150.0
4F,sample,Scytonemin,total,403.9,22660.0
4F,sample,Scytonemin,oxidized,404.9,32440.0
4F,sample,Scytonemin,reduced,404.9,18080.0
4F,sample,Scytonemin,total,404.9,22580.0
4F,sample,Scytonemin,oxidized,405.9,32280.0
4F,sample,Scytonemin,reduced,405.9,18030.0
4F,sample,Scytonemin,total,405.9,22500.0
4F,sample,Scytonemin,oxidized,406.9,32090.0
4F,sample,Scytonemin,reduced,406.9,17950.0
4F,sample,Scytonemin,total,406.9,22390.0
4F,sample,Scytonemin,oxidized,407.9,31860.0
4F,sample,Scytonemin,reduced,407.9,17860.0
4F,sample,Scytonemin,total,407.9,22270.0
4F,sample,Scytonemin,oxidized,408.9,31680.0
4F,sample,Scytonemin,reduced,408.9,17800.0
4F,sample,Scytonemin,total,408.9,22170.0
4F,sample,Scytonemin,oxidized,409.9,31510.0
4F,sample,Scytonemin,reduced,409.9,17760.0
4F,sample,Scytonemin,total,409.9,22090.0
4F,sample,Scytonemin,oxidized,410.9,31370.0
4F,sample,Scytonemin,reduced,410.9,17730.0
4F,sample,Scytonemin,total,410.9,22040.0
4F,sample,Scytonemin,oxidized,411.9,31260.0
4F,sample,Scytonemin,reduced,411.9,17690.0
4F,sample,Scytonemin,total,411.9,22000.0
4F,sample,Scytonemin,oxidized,412.9,31130.0
4F,sample,Scytonemin,reduced,412.9,17600.0
4F,sample,Scytonemin,total,412.9,21920.0
4F,sample,Scytonemin,oxidized,413.9,31010.0
4F,sample,Scytonemin,reduced,413.9,17570.0
4F,sample,Scytonemin,total,413.9,21870.0
4F,sample,Scytonemin,oxidized,414.9,30930.0
4F,sample,Scytonemin,reduced,414.9,17530.0
4F,sample,Scytonemin,total,414.9,21840.0
4F,sample,Scytonemin,oxidized,415.9,30850.0
4F,sample,Scytonemin,reduced,415.9,17480.0
4F,sample,Scytonemin,total,415.9,21810.0
4F,sample,Scytonemin,oxidized,416.9,30750.0
4F,sample,Scytonemin,reduced,416.9,17400.0
4F,sample,Scytonemin,total,416.9,21760.0
4F,sample,Scytonemin,oxidized,417.9,30660.0
4F,sample,Scytonemin,reduced,417.9,17350.0
4F,sample,Scytonemin,total,417.9,21710.0
4F,sample,Scytonemin,oxidized,418.9,30520.0
4F,sample,Scytonemin,reduced,418.9,17270.0
4F,sample,Scytonemin,total,418.9,21630.0
4F,sample,Scytonemin,oxidized,419.9,30380.0
4F,sample,Scytonemin,reduced,419.9,17180.0
4F,sample,Scytonemin,total,419.9,21550.0
4F,sample,Scytonemin,oxidized,420.9,30260.0
4F,sample,Scytonemin,reduced,420.9,17110.0
4F,sample,Scytonemin,total,420.9,21480.0
4F,sample,Scytonemin,oxidized,421.9,30070.0
4F,sample,Scytonemin,reduced,421.9,17040.0
4F,sample,Scytonemin,total,421.9,21390.0
4F,sample,Scytonemin,oxidized,422.9,29850.0
4F,sample,Scytonemin,reduced,422.9,16930.0
4F,sample,Scytonemin,total,422.9,21260.0
4F,sample,Scytonemin,oxidized,423.9,29620.0
4F,sample,Scytonemin,reduced,423.9,16850.0
4F,sample,Scytonemin,total,423.9,21140.0
4F,sample,Scytonemin,oxidized,424.9,29320.0
4F,sample,Scytonemin,reduced,424.9,16760.0
4F,sample,Scytonemin,total,424.9,20970.0
4F,sample,Scytonemin,oxidized,425.9,29050.0
4F,sample,Scytonemin,reduced,425.9,16690.0
4F,sample,Scytonemin,total,425.9,20830.0
4F,sample,Scytonemin,oxidized,426.9,28750.0
4F,sample,Scytonemin,reduced,426.9,16600.0
4F,sample,Scytonemin,total,426.9,20670.0
4F,sample,Scytonemin,oxidized,427.9,28450.0
4F,sample,Scytonemin,reduced,427.9,16500.0
4F,sample,Scytonemin,total,427.9,20500.0
4F,sample,Scytonemin,oxidized,428.9,28100.0
4F,sample,Scytonemin,reduced,428.9,16410.0
4F,sample,Scytonemin,total,428.9,20310.0
4F,sample,Scytonemin,oxidized,429.9,27780.0
4F,sample,Scytonemin,reduced,429.9,16320.0
4F,sample,Scytonemin,total,429.9,20150.0
4F,sample,Scytonemin,oxidized,430.9,27520.0
4F,sample,Scytonemin,reduced,430.9,16290.0
4F,sample,Scytonemin,total,430.9,20040.0
4F,sample,Scytonemin,oxidized,431.9,27260.0
4F,sample,Scytonemin,reduced,431.9,16280.0
4F,sample,Scytonemin,total,431.9,19940.0
4F,sample,Scytonemin,oxidized,432.9,26980.0
4F,sample,Scytonemin,reduced,432.9,16210.0
4F,sample,Scytonemin,total,432.9,19800.0
4F,sample,Scytonemin,oxidized,433.9,26760.0
4F,sample,Scytonemin,reduced,433.9,16150.0
4F,sample,Scytonemin,total,433.9,19710.0
4F,sample,Scytonemin,oxidized,434.9,26510.0
4F,sample,Scytonemin,reduced,434.9,16100.0
4F,sample,Scytonemin,total,434.9,19590.0
4F,sample,Scytonemin,oxidized,435.9,26320.0
4F,sample,Scytonemin,reduced,435.9,16050.0
4F,sample,Scytonemin,total,435.9,19520.0
4F,sample,Scytonemin,oxidized,436.9,26160.0
4F,sample,Scytonemin,reduced,436.9,16030.0
4F,sample,Scytonemin,total,436.9,19480.0
4F,sample,Scytonemin,oxidized,437.9,26030.0
4F,sample,Scytonemin,reduced,437.9,15990.0
4F,sample,Scytonemin,total,437.9,19440.0
4F,sample,Scytonemin,oxidized,438.9,25910.0
4F,sample,Scytonemin,reduced,438.9,15980.0
4F,sample,Scytonemin,total,438.9,19420.0
4F,sample,Scytonemin,oxidized,439.9,25810.0
4F,sample,Scytonemin,reduced,439.9,15960.0
4F,sample,Scytonemin,total,439.9,19400.0
4F,sample,Scytonemin,oxidized,440.9,25660.0
4F,sample,Scytonemin,reduced,440.9,15910.0
4F,sample,Scytonemin,total,440.9,19360.0
4F,sample,Scytonemin,oxidized,441.9,25540.0
4F,sample,Scytonemin,reduced,441.9,15900.0
4F,sample,Scytonemin,total,441.9,19340.0
4F,sample,Scytonemin,oxidized,442.9,25360.0
4F,sample,Scytonemin,reduced,442.9,15860.0
4F,sample,Scytonemin,total,442.9,19270.0
4F,sample,Scytonemin,oxidized,443.9,25170.0
4F,sample,Scytonemin,reduced,443.9,15830.0
4F,sample,Scytonemin,total,443.9,19200.0
4F,sample,Scytonemin,oxidized,444.9,24970.0
4F,sample,Scytonemin,reduced,444.9,15790.0
4F,sample,Scytonemin,total,444.9,19120.0
4F,sample,Scytonemin,oxidized,445.9,24710.0
4F,sample,Scytonemin,reduced,445.9,15750.0
4F,sample,Scytonemin,total,445.9,19010.0
4F,sample,Scytonemin,oxidized,446.9,24420.0
4F,sample,Scytonemin,reduced,446.9,15710.0
4F,sample,Scytonemin,total,446.9,18880.0
4F,sample,Scytonemin,oxidized,447.9,24060.0
4F,sample,Scytonemin,reduced,447.9,15610.0
4F,sample,Scytonemin,total,447.9,18690.0
4F,sample,Scytonemin,oxidized,448.9,23730.0
4F,sample,Scytonemin,reduced,448.9,15570.0
4F,sample,Scytonemin,total,448.9,18530.0
4F,sample,Scytonemin,oxidized,449.9,23380.0
4F,sample,Scytonemin,reduced,449.9,15530.0
4F,sample,Scytonemin,total,449.9,18370.0
4F,sample,Scytonemin,oxidized,450.9,22950.0
4F,sample,Scytonemin,reduced,450.9,15430.0
4F,sample,Scytonemin,total,450.9,18130.0
4F,sample,Scytonemin,oxidized,451.9,22570.0
4F,sample,Scytonemin,reduced,451.9,15350.0
4F,sample,Scytonemin,total,451.9,17920.0
4F,sample,Scytonemin,oxidized,452.9,22150.0
4F,sample,Scytonemin,reduced,452.9,15250.0
4F,sample,Scytonemin,total,452.9,17680.0
4F,sample,Scytonemin,oxidized,453.9,21780.0
4F,sample,Scytonemin,reduced,453.9,15190.0
4F,sample,Scytonemin,total,453.9,17490.0
4F,sample,Scytonemin,oxidized,454.9,21390.0
4F,sample,Scytonemin,reduced,454.9,15090.0
4F,sample,Scytonemin,total,454.9,17260.0
4F,sample,Scytonemin,oxidized,455.9,21070.0
4F,sample,Scytonemin,reduced,455.9,15000.0
4F,sample,Scytonemin,total,455.9,17070.0
4F,sample,Scytonemin,oxidized,456.9,20750.0
4F,sample,Scytonemin,reduced,456.9,14880.0
4F,sample,Scytonemin,total,456.9,16870.0
4F,sample,Scytonemin,oxidized,457.9,20520.0
4F,sample,Scytonemin,reduced,457.9,14780.0
4F,sample,Scytonemin,total,457.9,16720.0
4F,sample,Scytonemin,oxidized,458.9,20350.0
4F,sample,Scytonemin,reduced,458.9,14700.0
4F,sample,Scytonemin,total,458.9,16620.0
4F,sample,Scytonemin,oxidized,459.9,20220.0
4F,sample,Scytonemin,reduced,459.9,14640.0
4F,sample,Scytonemin,total,459.9,16530.0
4F,sample,Scytonemin,oxidized,460.9,20150.0
4F,sample,Scytonemin,reduced,460.9,14560.0
4F,sample,Scytonemin,total,460.9,16470.0
4F,sample,Scytonemin,oxidized,461.9,20160.0
4F,sample,Scytonemin,reduced,461.9,14520.0
4F,sample,Scytonemin,total,461.9,16480.0
4F,sample,Scytonemin,oxidized,462.9,20300.0
4F,sample,Scytonemin,reduced,462.9,14470.0
4F,sample,Scytonemin,total,462.9,16550.0
4F,sample,Scytonemin,oxidized,463.9,20420.0
4F,sample,Scytonemin,reduced,463.9,14430.0
4F,sample,Scytonemin,total,463.9,16610.0
4F,sample,Scytonemin,oxidized,464.9,20550.0
4F,sample,Scytonemin,reduced,464.9,14380.0
4F,sample,Scytonemin,total,464.9,16680.0
4F,sample,Scytonemin,oxidized,465.9,20750.0
4F,sample,Scytonemin,reduced,465.9,14380.0
4F,sample,Scytonemin,total,465.9,16800.0
4F,sample,Scytonemin,oxidized,466.9,20930.0
4F,sample,Scytonemin,reduced,466.9,14340.0
4F,sample,Scytonemin,total,466.9,16890.0
4F,sample,Scytonemin,oxidized,467.9,21130.0
4F,sample,Scytonemin,reduced,467.9,14300.0
4F,sample,Scytonemin,total,467.9,17000.0
4F,sample,Scytonemin,oxidized,468.9,21270.0
4F,sample,Scytonemin,reduced,468.9,14260.0
4F,sample,Scytonemin,total,468.9,17070.0
4F,sample,Scytonemin,oxidized,469.9,21360.0
4F,sample,Scytonemin,reduced,469.9,14230.0
4F,sample,Scytonemin,total,469.9,17120.0
4F,sample,Scytonemin,oxidized,470.9,21440.0
4F,sample,Scytonemin,reduced,470.9,14170.0
4F,sample,Scytonemin,total,470.9,17160.0
4F,sample,Scytonemin,oxidized,471.9,21450.0
4F,sample,Scytonemin,reduced,471.9,14080.0
4F,sample,Scytonemin,total,471.9,17140.0
4F,sample,Scytonemin,oxidized,472.9,21440.0
4F,sample,Scytonemin,reduced,472.9,14020.0
4F,sample,Scytonemin,total,472.9,17130.0
4F,sample,Scytonemin,oxidized,473.9,21280.0
4F,sample,Scytonemin,reduced,473.9,13910.0
4F,sample,Scytonemin,total,473.9,17020.0
4F,sample,Scytonemin,oxidized,474.9,21070.0
4F,sample,Scytonemin,reduced,474.9,13800.0
4F,sample,Scytonemin,total,474.9,16870.0
4F,sample,Scytonemin,oxidized,475.9,20810.0
4F,sample,Scytonemin,reduced,475.9,13690.0
4F,sample,Scytonemin,total,475.9,16710.0
4F,sample,Scytonemin,oxidized,476.9,20420.0
4F,sample,Scytonemin,reduced,476.9,13530.0
4F,sample,Scytonemin,total,476.9,16460.0
4F,sample,Scytonemin,oxidized,477.9,20040.0
4F,sample,Scytonemin,reduced,477.9,13380.0
4F,sample,Scytonemin,total,477.9,16200.0
4F,sample,Scytonemin,oxidized,478.9,19560.0
4F,sample,Scytonemin,reduced,478.9,13230.0
4F,sample,Scytonemin,total,478.9,15890.0
4F,sample,Scytonemin,oxidized,479.9,19050.0
4F,sample,Scytonemin,reduced,479.9,13080.0
4F,sample,Scytonemin,total,479.9,15570.0
4F,sample,Scytonemin,oxidized,480.9,18540.0
4F,sample,Scytonemin,reduced,480.9,12890.0
4F,sample,Scytonemin,total,480.9,15230.0
4F,sample,Scytonemin,oxidized,481.9,17980.0
4F,sample,Scytonemin,reduced,481.9,12700.0
4F,sample,Scytonemin,total,481.9,14860.0
4F,sample,Scytonemin,oxidized,482.9,17410.0
4F,sample,Scytonemin,reduced,482.9,12530.0
4F,sample,Scytonemin,total,482.9,14500.0
4F,sample,Scytonemin,oxidized,483.9,16800.0
4F,sample,Scytonemin,reduced,483.9,12350.0
4F,sample,Scytonemin,total,483.9,14100.0
4F,sample,Scytonemin,oxidized,484.9,16090.0
4F,sample,Scytonemin,reduced,484.9,12140.0
4F,sample,Scytonemin,total,484.9,13630.0
4F,sample,Scytonemin,oxidized,485.9,16110.0
4F,sample,Scytonemin,reduced,485.9,12060.0
4F,sample,Scytonemin,total,485.9,13620.0
4F,sample,Scytonemin,oxidized,486.9,15590.0
4F,sample,Scytonemin,reduced,486.9,11880.0
4F,sample,Scytonemin,total,486.9,13270.0
4F,sample,Scytonemin,oxidized,487.9,14890.0
4F,sample,Scytonemin,reduced,487.9,11590.0
4F,sample,Scytonemin,total,487.9,12770.0
4F,sample,Scytonemin,oxidized,488.9,14520.0
4F,sample,Scytonemin,reduced,488.9,11400.0
4F,sample,Scytonemin,total,488.9,12490.0
4F,sample,Scytonemin,oxidized,489.9,14330.0
4F,sample,Scytonemin,reduced,489.9,11250.0
4F,sample,Scytonemin,total,489.9,12320.0
4F,sample,Scytonemin,oxidized,490.9,14090.0
4F,sample,Scytonemin,reduced,490.9,11080.0
4F,sample,Scytonemin,total,490.9,12120.0
4F,sample,Scytonemin,oxidized,491.9,13910.0
4F,sample,Scytonemin,reduced,491.9,10940.0
4F,sample,Scytonemin,total,491.9,11960.0
4F,sample,Scytonemin,oxidized,492.9,13890.0
4F,sample,Scytonemin,reduced,492.9,10770.0
4F,sample,Scytonemin,total,492.9,11870.0
4F,sample,Scytonemin,oxidized,493.9,13770.0
4F,sample,Scytonemin,reduced,493.9,10570.0
4F,sample,Scytonemin,total,493.9,11720.0
4F,sample,Scytonemin,oxidized,494.9,13730.0
4F,sample,Scytonemin,reduced,494.9,10430.0
4F,sample,Scytonemin,total,494.9,11620.0
4F,sample,Scytonemin,oxidized,495.9,13870.0
4F,sample,Scytonemin,reduced,495.9,10290.0
4F,sample,Scytonemin,total,495.9,11630.0
4F,sample,Scytonemin,oxidized,496.9,14000.0
4F,sample,Scytonemin,reduced,496.9,10170.0
4F,sample,Scytonemin,total,496.9,11640.0
4F,sample,Scytonemin,oxidized,497.9,14140.0
4F,sample,Scytonemin,reduced,497.9,10040.0
4F,sample,Scytonemin,total,497.9,11650.0
4F,sample,Scytonemin,oxidized,498.9,14310.0
4F,sample,Scytonemin,reduced,498.9,9905.0
4F,sample,Scytonemin,total,498.9,11680.0
4G,sample,Scytonemin,oxidized,190.9,10520.0
4G,sample,Scytonemin,reduced,190.9,51770.0
4G,sample,Scytonemin,total,190.9,30670.0
4G,sample,Scytonemin,oxidized,191.9,13780.0
4G,sample,Scytonemin,reduced,191.9,54920.0
4G,sample,Scytonemin,total,191.9,33940.0
4G,sample,Scytonemin,oxidized,192.9,13730.0
4G,sample,Scytonemin,reduced,192.9,54520.0
4G,sample,Scytonemin,total,192.9,33700.0
4G,sample,Scytonemin,oxidized,193.9,11500.0
4G,sample,Scytonemin,reduced,193.9,55820.0
4G,sample,Scytonemin,total,193.9,33160.0
4G,sample,Scytonemin,oxidized,194.9,11040.0
4G,sample,Scytonemin,reduced,194.9,56750.0
4G,sample,Scytonemin,total,194.9,33210.0
4G,sample,Scytonemin,oxidized,195.9,12680.0
4G,sample,Scytonemin,reduced,195.9,61840.0
4G,sample,Scytonemin,total,195.9,36720.0
4G,sample,Scytonemin,oxidized,196.9,14370.0
4G,sample,Scytonemin,reduced,196.9,76370.0
4G,sample,Scytonemin,total,196.9,44930.0
4G,sample,Scytonemin,oxidized,197.9,21130.0
4G,sample,Scytonemin,reduced,197.9,122800.0
4G,sample,Scytonemin,total,197.9,71190.0
4G,sample,Scytonemin,oxidized,198.9,38130.0
4G,sample,Scytonemin,reduced,198.9,245900.0
4G,sample,Scytonemin,total,198.9,140100.0
4G,sample,Scytonemin,oxidized,199.9,54440.0
4G,sample,Scytonemin,reduced,199.9,431200.0
4G,sample,Scytonemin,total,199.9,239400.0
4G,sample,Scytonemin,oxidized,200.9,63350.0
4G,sample,Scytonemin,reduced,200.9,620800.0
4G,sample,Scytonemin,total,200.9,337200.0
4G,sample,Scytonemin,oxidized,201.9,66860.0
4G,sample,Scytonemin,reduced,201.9,779400.0
4G,sample,Scytonemin,total,201.9,416900.0
4G,sample,Scytonemin,oxidized,202.9,67770.0
4G,sample,Scytonemin,reduced,202.9,900400.0
4G,sample,Scytonemin,total,202.9,476800.0
4G,sample,Scytonemin,oxidized,203.9,67370.0
4G,sample,Scytonemin,reduced,203.9,987000.0
4G,sample,Scytonemin,total,203.9,519200.0
4G,sample,Scytonemin,oxidized,204.9,66210.0
4G,sample,Scytonemin,reduced,204.9,1045000.0
4G,sample,Scytonemin,total,204.9,546900.0
4G,sample,Scytonemin,oxidized,205.9,64770.0
4G,sample,Scytonemin,reduced,205.9,1082000.0
4G,sample,Scytonemin,total,205.9,564700.0
4G,sample,Scytonemin,oxidized,206.9,63220.0
4G,sample,Scytonemin,reduced,206.9,1103000.0
4G,sample,Scytonemin,total,206.9,574000.0
4G,sample,Scytonemin,oxidized,207.9,61700.0
4G,sample,Scytonemin,reduced,207.9,1113000.0
4G,sample,Scytonemin,total,207.9,578400.0
4G,sample,Scytonemin,oxidized,208.9,60140.0
4G,sample,Scytonemin,reduced,208.9,1116000.0
4G,sample,Scytonemin,total,208.9,579000.0
4G,sample,Scytonemin,oxidized,209.9,58580.0
4G,sample,Scytonemin,reduced,209.9,1110000.0
4G,sample,Scytonemin,total,209.9,575300.0
4G,sample,Scytonemin,oxidized,210.9,57070.0
4G,sample,Scytonemin,reduced,210.9,1100000.0
4G,sample,Scytonemin,total,210.9,569300.0
4G,sample,Scytonemin,oxidized,211.9,55610.0
4G,sample,Scytonemin,reduced,211.9,1081000.0
4G,sample,Scytonemin,total,211.9,559200.0
4G,sample,Scytonemin,oxidized,212.9,54210.0
4G,sample,Scytonemin,reduced,212.9,1058000.0
4G,sample,Scytonemin,total,212.9,547300.0
4G,sample,Scytonemin,oxidized,213.9,52870.0
4G,sample,Scytonemin,reduced,213.9,1031000.0
4G,sample,Scytonemin,total,213.9,533300.0
4G,sample,Scytonemin,oxidized,214.9,51640.0
4G,sample,Scytonemin,reduced,214.9,998600.0
4G,sample,Scytonemin,total,214.9,516800.0
4G,sample,Scytonemin,oxidized,215.9,50500.0
4G,sample,Scytonemin,reduced,215.9,961900.0
4G,sample,Scytonemin,total,215.9,498200.0
4G,sample,Scytonemin,oxidized,216.9,49410.0
4G,sample,Scytonemin,reduced,216.9,919700.0
4G,sample,Scytonemin,total,216.9,476900.0
4G,sample,Scytonemin,oxidized,217.9,48370.0
4G,sample,Scytonemin,reduced,217.9,874000.0
4G,sample,Scytonemin,total,217.9,453900.0
4G,sample,Scytonemin,oxidized,218.9,47360.0
4G,sample,Scytonemin,reduced,218.9,823600.0
4G,sample,Scytonemin,total,218.9,428700.0
4G,sample,Scytonemin,oxidized,219.9,46410.0
4G,sample,Scytonemin,reduced,219.9,770600.0
4G,sample,Scytonemin,total,219.9,402200.0
4G,sample,Scytonemin,oxidized,220.9,45480.0
4G,sample,Scytonemin,reduced,220.9,715000.0
4G,sample,Scytonemin,total,220.9,374400.0
4G,sample,Scytonemin,oxidized,221.9,44590.0
4G,sample,Scytonemin,reduced,221.9,658700.0
4G,sample,Scytonemin,total,221.9,346300.0
4G,sample,Scytonemin,oxidized,222.9,43690.0
4G,sample,Scytonemin,reduced,222.9,602400.0
4G,sample,Scytonemin,total,222.9,318200.0
4G,sample,Scytonemin,oxidized,223.9,42810.0
4G,sample,Scytonemin,reduced,223.9,546600.0
4G,sample,Scytonemin,total,223.9,290300.0
4G,sample,Scytonemin,oxidized,224.9,41930.0
4G,sample,Scytonemin,reduced,224.9,493000.0
4G,sample,Scytonemin,total,224.9,263500.0
4G,sample,Scytonemin,oxidized,225.9,41020.0
4G,sample,Scytonemin,reduced,225.9,441700.0
4G,sample,Scytonemin,total,225.9,237800.0
4G,sample,Scytonemin,oxidized,226.9,40180.0
4G,sample,Scytonemin,reduced,226.9,393500.0
4G,sample,Scytonemin,total,226.9,213700.0
4G,sample,Scytonemin,oxidized,227.9,39430.0
4G,sample,Scytonemin,reduced,227.9,349200.0
4G,sample,Scytonemin,total,227.9,191500.0
4G,sample,Scytonemin,oxidized,228.9,38770.0
4G,sample,Scytonemin,reduced,228.9,309000.0
4G,sample,Scytonemin,total,228.9,171400.0
4G,sample,Scytonemin,oxidized,229.9,38200.0
4G,sample,Scytonemin,reduced,229.9,272800.0
4G,sample,Scytonemin,total,229.9,153300.0
4G,sample,Scytonemin,oxidized,230.9,37600.0
4G,sample,Scytonemin,reduced,230.9,240100.0
4G,sample,Scytonemin,total,230.9,136800.0
4G,sample,Scytonemin,oxidized,231.9,37010.0
4G,sample,Scytonemin,reduced,231.9,210600.0
4G,sample,Scytonemin,total,231.9,121900.0
4G,sample,Scytonemin,oxidized,232.9,36520.0
4G,sample,Scytonemin,reduced,232.9,185200.0
4G,sample,Scytonemin,total,232.9,109100.0
4G,sample,Scytonemin,oxidized,233.9,36200.0
4G,sample,Scytonemin,reduced,233.9,163600.0
4G,sample,Scytonemin,total,233.9,98250.0
4G,sample,Scytonemin,oxidized,234.9,36050.0
4G,sample,Scytonemin,reduced,234.9,145400.0
4G,sample,Scytonemin,total,234.9,89150.0
4G,sample,Scytonemin,oxidized,235.9,36060.0
4G,sample,Scytonemin,reduced,235.9,130400.0
4G,sample,Scytonemin,total,235.9,81710.0
4G,sample,Scytonemin,oxidized,236.9,36170.0
4G,sample,Scytonemin,reduced,236.9,117700.0
4G,sample,Scytonemin,total,236.9,75470.0
4G,sample,Scytonemin,oxidized,237.9,36340.0
4G,sample,Scytonemin,reduced,237.9,107200.0
4G,sample,Scytonemin,total,237.9,70300.0
4G,sample,Scytonemin,oxidized,238.9,36550.0
4G,sample,Scytonemin,reduced,238.9,98350.0
4G,sample,Scytonemin,total,238.9,66010.0
4G,sample,Scytonemin,oxidized,239.9,36800.0
4G,sample,Scytonemin,reduced,239.9,90890.0
4G,sample,Scytonemin,total,239.9,62400.0
4G,sample,Scytonemin,oxidized,240.9,37060.0
4G,sample,Scytonemin,reduced,240.9,84670.0
4G,sample,Scytonemin,total,240.9,59400.0
4G,sample,Scytonemin,oxidized,241.9,37350.0
4G,sample,Scytonemin,reduced,241.9,79470.0
4G,sample,Scytonemin,total,241.9,56920.0
4G,sample,Scytonemin,oxidized,242.9,37650.0
4G,sample,Scytonemin,reduced,242.9,75040.0
4G,sample,Scytonemin,total,242.9,54830.0
4G,sample,Scytonemin,oxidized,243.9,37970.0
4G,sample,Scytonemin,reduced,243.9,71370.0
4G,sample,Scytonemin,total,243.9,53120.0
4G,sample,Scytonemin,oxidized,244.9,38250.0
4G,sample,Scytonemin,reduced,244.9,68210.0
4G,sample,Scytonemin,total,244.9,51650.0
4G,sample,Scytonemin,oxidized,245.9,38490.0
4G,sample,Scytonemin,reduced,245.9,65510.0
4G,sample,Scytonemin,total,245.9,50390.0
4G,sample,Scytonemin,oxidized,246.9,38680.0
4G,sample,Scytonemin,reduced,246.9,63210.0
4G,sample,Scytonemin,total,246.9,49300.0
4G,sample,Scytonemin,oxidized,247.9,38770.0
4G,sample,Scytonemin,reduced,247.9,61210.0
4G,sample,Scytonemin,total,247.9,48320.0
4G,sample,Scytonemin,oxidized,248.9,38810.0
4G,sample,Scytonemin,reduced,248.9,59540.0
4G,sample,Scytonemin,total,248.9,47470.0
4G,sample,Scytonemin,oxidized,249.9,38770.0
4G,sample,Scytonemin,reduced,249.9,58090.0
4G,sample,Scytonemin,total,249.9,46710.0
4G,sample,Scytonemin,oxidized,250.9,38630.0
4G,sample,Scytonemin,reduced,250.9,56750.0
4G,sample,Scytonemin,total,250.9,45960.0
4G,sample,Scytonemin,oxidized,251.9,38420.0
